name,original_name,nationalities,painting_schools,art_movements,birth_date,death_date
angela bulloch,Angela Bulloch,british;canadian,young british artists,relational art;neo minimalism,0001-01-01,0001-01-01
amir baradaran,Amir Baradaran,iranian;canadian,,relational art,0001-01-01,0001-01-01
jim nutt,"James T. ""Jim"" Nutt",american,chicago imagists,funk art,1938-11-28,0001-01-01
ralph goings,Ralph Goings,american,,photorealism;hyper realism,1928-05-09,0001-01-01
malcolm morley,Malcolm Morley,british,,photorealism;hyper realism,1931-06-07,0001-01-01
john stuart ingle,John Stuart Ingle,american,,photorealism;hyper realism;contemporary realism,0001-01-01,2010-10-30
charles bell,Charles Bell,american,,photorealism;hyper realism,0001-01-01,1995-04-01
mary pratt,"Mary Frances Pratt, CC, RCA (born West)",canadian,,photorealism;hyper realism,1935-03-15,0001-01-01
robert cottingham,Robert William Cottingham,american,,photorealism;hyper realism,1935-09-26,0001-01-01
claudio bravo,Claudio Bravo,chilean,,photorealism;hyper realism,1936-11-08,2011-06-04
vija celmins,Vija Celmins,american;latvian,,photorealism;hyper realism,1938-10-25,0001-01-01
ken danby,"Ken Danby, CM OOnt [Kenneth Edison Danby]",canadian,,photorealism;hyper realism,1940-03-06,2007-09-23
chuck close,"Charles Thomas ""Chuck"" Close",american,,photorealism;hyper realism,1940-07-05,0001-01-01
david ligare,David Ligare,american,,photorealism;hyper realism,0001-01-01,0001-01-01
barkley l. hendricks,Barkley L. Hendricks,american,,pop art;photorealism;hyper realism;conceptual art,1945-04-16,2017-04-18
catherine murphy,Catherine Murphy,american,,photorealism;hyper realism,0001-01-01,0001-01-01
kent bellows,Kent Bellows,american,,photorealism;hyper realism;contemporary realism,1949-06-26,2005-09-14
glennray tutor,Glennray Tutor,american,,photorealism;hyper realism,1950-08-25,0001-01-01
agim sulaj,Agim Sulaj,albanian,,surrealism;photorealism;hyper realism;contemporary,1960-09-06,0001-01-01
vincent giarrano,Vincent Giarrano,american,,photorealism;hyper realism,1960-11-17,0001-01-01
jose higuera,Jose Higuera,spanish,,realism;photorealism;hyper realism,1966-05-06,0001-01-01
denis peterson,Denis Peterson,american,,photorealism;hyper realism,0001-01-01,0001-01-01
rolf amstrong,John Scott Amstrong,american,,poster art realism,1889-04-21,1960-02-22
robert g. harris,Robert George Harris,american,,poster art realism,1911-09-09,2007-12-23
jack vettriano,Jack Hoggan,british,,poster art realism,1951-11-17,0001-01-01
fairfield porter,Fairfield Porter,american,,contemporary realism,1907-06-10,1975-09-15
haroutiun galentz,Հարություն Կալենց,armenian,,cubism;contemporary realism,1910-04-10,1967-05-07
josef herman,Josef Herman (Joe Bach),british;polish,,expressionism;contemporary realism,0001-01-01,2000-02-19
paul wonner,Paul John Wonner,american,bay area figurative school,contemporary realism,1920-04-24,2008-04-23
jane wilson,Jane Wilson,american,new york school,contemporary realism,0001-01-01,2015-01-13
philip pearlstein,Philip Pearlstein,american,,contemporary realism,1924-05-24,0001-01-01
gilles aillaud,Gilles Aillaud,french,,contemporary realism,1928-06-05,2005-03-24
avigdor arikha,Avigdor Arikha (אביגדור אריכא),french;jewish;romanian;israeli,,expressionism;contemporary realism,1929-04-28,2010-04-29
neil welliver,Neil Gavin Welliver,american,,contemporary realism,1929-07-22,2005-04-05
hubertine heijermans,Hubertine Heijermans,dutch,dutch school,contemporary realism,1936-01-08,0001-01-01
norman ackroyd,"Norman Ackroyd, CBE, RA",british,,contemporary realism,0001-01-01,0001-01-01
janet fish,Janet Isobel Fish,american,,contemporary realism,1938-05-18,0001-01-01
morteza katouzian,مرتضی کاتوزیان,iranian,,contemporary realism,1943-07-03,0001-01-01
ian bent,Ian Bent,australian,,contemporary realism;surrealism,0001-01-01,0001-01-01
richard whitney,Richard Whitney,american,,contemporary realism,0001-01-01,0001-01-01
jamie wyeth,James Browning Wyeth,american,,contemporary realism,1946-07-06,0001-01-01
pietropoli patrick,Patrick Pietropoli,french,,contemporary realism,1953-01-31,0001-01-01
martin yeoman,Martin Yeoman,british,new english art club,contemporary realism,1953-07-21,0001-01-01
craig mullins,Craig Mullins,american,,contemporary realism,0001-01-01,0001-01-01
enrique martinez celaya,Enrique Martínez Celaya,cuban,,contemporary realism,1964-06-09,0001-01-01
graydon parrish,Graydon Parrish,american,,contemporary realism,1970-04-03,0001-01-01
alejandro cabeza,Alejandro Cabeza,spanish,,contemporary realism,1971-08-18,0001-01-01
robert zakanitch,Robert Zakanitch,american,,p&d,0001-01-01,0001-01-01
pat steir,Pat Steir,american,,new image painting,0001-01-01,0001-01-01
jennifer bartlett,Jennifer Losch Bartlett,american,,new image painting,1941-03-14,0001-01-01
susan rothenberg,Susan Rothenberg,american,,new image painting,0001-01-01,0001-01-01
denise green,Denise Green,american;australian,,new image painting,0001-01-01,0001-01-01
donald sultan,Donald Sultan,american,,new image painting,0001-01-01,0001-01-01
franco fontana,Franco Fontana,italian,,transavantgarde,1933-12-09,0001-01-01
sandro chia,Sandro Chia,italian,,transavantgarde,1946-04-20,0001-01-01
francesco clemente,Francesco Clemente,italian,,transavantgarde,1952-03-23,0001-01-01
oleksandr hnylyzkyj,Олександр Гнилицький,ukrainian,new wave;parcommune,transavantgarde;conceptual art;contemporary,1961-07-17,2009-11-01
alexander roitburd,Александр Ройтбурд,ukrainian;jewish,parcommune;new wave,contemporary;transavantgarde,1961-10-14,0001-01-01
arsen savadov,Арсен Савадов,ukrainian,new wave;parcommune,contemporary;conceptual art;transavantgarde,1962-09-24,0001-01-01
carlo maria mariani,Carlo Maria Mariani,italian,,pittura colta,0001-01-01,0001-01-01
louise bourgeois,Louise Joséphine Bourgeois,french;american,new york school;american abstract artists,confessional art,1911-12-25,2010-05-31
gerhard richter,Gerhard Richter,german,capitalist realism,new european painting;abstract art,1932-02-09,0001-01-01
sigmar polke,Sigmar Polke,german,capitalist realism,new european painting,1941-02-13,2010-06-10
bracha l. ettinger,Bracha Lichtenberg Ettinger (ברכה ליכטנברג-אטינגר),french;jewish;israeli,,new european painting,0001-01-01,0001-01-01
albert oehlen,Albert Oehlen,german,,new european painting;provisional painting,1954-09-17,0001-01-01
luc tuymans,Luc Tuymans,belgian,,new european painting,0001-01-01,0001-01-01
daniel sambo richter,Daniel Sambo-Richter,german,,new european painting,0001-01-01,0001-01-01
wilhelm sasnal,Wilhelm Sasnal,polish,,contemporary;new european painting,1972-12-29,0001-01-01
rafal bujnowski,Rafał Bujnowski,polish,,conceptual art;new european painting,1974-02-03,0001-01-01
nemanja vuckovic,Nemanja Vučković,serbian,,new european painting;abstract expressionism;abstract art,1990-01-06,0001-01-01
bill woodrow,"Bill Woodrow, R.A.",british,new british sculpture,neo pop art,1948-11-01,0001-01-01
jeff koons,Jeff Koons,american,,neo pop art,1955-01-25,0001-01-01
wang guangyi,王广义,chinese,,neo pop art,0001-01-01,0001-01-01
julian opie,Julian Opie,british,new british sculpture,neo pop art,0001-01-01,0001-01-01
ashley bickerton,Ashley Bickerton,barbadian,,neo pop art;neo minimalism,0001-01-01,0001-01-01
takashi murakami,村上 隆,japanese,,neo pop art,1962-02-01,0001-01-01
gary hume,Gary Stewart Hume,british,young british artists,neo pop art,1962-05-09,0001-01-01
romero britto,Romero Britto,american;brazilian,,neo pop art,1963-10-06,0001-01-01
damien hirst,Damien Steven Hirst,british,young british artists,conceptual art;neo pop art,1965-06-07,0001-01-01
robert silvers,Robert Silvers,american,,neo pop art,0001-01-01,0001-01-01
malte sonnenfeld,Malte Sonnenfeld,german,german school,neo pop art,0001-01-01,0001-01-01
albrecht behmel,Albrecht Behmel,german,,contemporary;neo pop art,1971-03-24,0001-01-01
matthias weischer,Matthias Weischer,german,new leipzig school,neo pop art,0001-01-01,0001-01-01
rah crawford,Rah Crawford,american,,neo pop art,0001-01-01,0001-01-01
dumitru gorzo,Dumitru Gorzo,romanian,rostopasca,neo pop art,1975-03-21,0001-01-01
florin ciulache,Florin Ciulache,romanian,,neo pop art,1977-05-26,0001-01-01
charles bezie,Charles Bézie,french,,neo minimalism,0001-01-01,0001-01-01
helmut federle,Helmut Federle,swiss,,neo minimalism,1944-10-31,0001-01-01
jean francois dubreuil,Jean-François Dubreuil,french,,neo minimalism,0001-01-01,0001-01-01
rudolf de crignis,Rudolf de Crignis,american;swiss,radical painting group,minimalism;neo minimalism,0001-01-01,0001-01-01
gerwald rockenschaub,Gerwald Rockenschaub,austrian,,neo minimalism,0001-01-01,0001-01-01
peter halley,Peter Halley,american,,neo minimalism,1953-09-24,0001-01-01
gunther forg,Günther Förg,german,,abstract expressionism;neo minimalism;abstract art,1953-12-05,2013-12-05
jill baroff,Jill Baroff,american,,neo minimalism,0001-01-01,0001-01-01
bruno jakob,Bruno Jakob,swiss,,neo minimalism,0001-01-01,0001-01-01
philip taaffe,Philip Taaffe,american,,neo minimalism,0001-01-01,0001-01-01
werner haypeter,Werner Haypeter,german,,neo minimalism,0001-01-01,0001-01-01
gaylen gerber,Gaylen Gerber,american,,conceptual art;neo minimalism,1955-06-08,0001-01-01
pedro cabrita reis,Pedro Cabrita Reis,portuguese,,neo minimalism,0001-01-01,0001-01-01
heimo zobernig,Heimo Zobernig,austrian,,neo minimalism,0001-01-01,0001-01-01
moon pil shim,Moon-Pil Shim,french;south korean,,neo minimalism,1958-04-20,0001-01-01
christian eckart,Christian Eckart,canadian,,neo minimalism,0001-01-01,0001-01-01
christopher willard,Christopher Willard,american;canadian,,neo minimalism,1960-09-15,0001-01-01
spencer finch,Spencer Finch,american,,neo minimalism,0001-01-01,0001-01-01
absalon,Meir Eshel,french;jewish;israeli,,neo minimalism,0001-01-01,0001-01-01
jan maarten voskuil,Jan Maarten Voskuil,dutch,,neo minimalism,0001-01-01,0001-01-01
carsten nicolai,Carsten Nicolai,german,,neo minimalism,0001-01-01,0001-01-01
marjan eggermont,Marjan Jose Eggermont,dutch;canadian,,neo minimalism,0001-01-01,0001-01-01
sarah morris,Sarah Morris,british,,neo minimalism,0001-01-01,0001-01-01
david burdeny,David Burdeny,canadian,,neo minimalism,0001-01-01,0001-01-01
lorenzo belenguer,Lorenzo Belenguer,british;spanish,new british sculpture,neo minimalism;conceptual art,0001-01-01,0001-01-01
wade guyton,Wade Guyton,american,,conceptual art;neo minimalism,0001-01-01,0001-01-01
jose davila,Jose Dávila,mexican,,neo minimalism,0001-01-01,0001-01-01
kate carr,Kate Carr,american,,neo minimalism,0001-01-01,0001-01-01
jacob kassay,Jacob Kassay,american,,neo minimalism,0001-01-01,0001-01-01
yu youhan,余友涵,chinese,political pop,pop art;maximalism,0001-01-01,0001-01-01
li huasheng,李华生,chinese,,maximalism;republic of china,0001-01-01,0001-01-01
ding yi,丁乙,chinese,,maximalism,0001-01-01,0001-01-01
xu hongming,徐红明,chinese,,maximalism,0001-01-01,0001-01-01
marin gherasim,Marin Gherasim,romanian,9+1,neo orthodoxism,0001-01-01,0001-01-01
horia bernea,Horia Bernea,romanian,prolog group;9+1,neo orthodoxism,1938-09-14,2000-12-04
silviu oravitzan,Silviu Oravitzan-Crețu,romanian,,neo orthodoxism,1941-10-04,0001-01-01
ion pantilie,Ion Pantilie,romanian,,neo orthodoxism,1945-03-27,0001-01-01
sorin dumitrescu,Sorin Dumitrescu,romanian,,neo orthodoxism,1946-03-18,0001-01-01
epsylon point,Epsylon Point,french,,street art,0001-01-01,0001-01-01
stay high 149,Wayne Roberts,american,,street art,1950-10-20,2012-06-11
blek le rat,Xavier Prou,french,,street art,0001-01-01,0001-01-01
richard hambleton,Richard Art Hambleton,american;canadian,,street art,1952-06-23,0001-01-01
cornbread,Darryl McCray,american,,street art,0001-01-01,0001-01-01
futura 2000,Leonard McGurr,american,,street art,0001-01-01,0001-01-01
miss.tic,Miss.Tic,french,,street art,1956-02-20,0001-01-01
jef aerosol,Jean-François Perroy,french,,street art,1957-01-15,0001-01-01
tracy 168,Michael Tracy,american,,street art,0001-01-01,0001-01-01
keith haring,Keith Haring,american,,pop art;street art,1958-05-04,1990-02-16
fab 5 freddy,Fred Brathwaite,american,,street art,0001-01-01,0001-01-01
lee quinones,George Lee Quiñones,american,,street art,0001-01-01,0001-01-01
speedy graphito,Olivier Rizzo,french,,street art,0001-01-01,0001-01-01
seen,"Richard ""Richie"" Mirando (Seen UA)",american,,street art,0001-01-01,0001-01-01
jerome mesnager,Jérôme Mesnager,french,zig zag,street art,1961-01-30,0001-01-01
jonone,John Andrew Perello,french;american,,street art,0001-01-01,0001-01-01
3d,Robert Del Naja,british,,street art,1966-01-21,0001-01-01
cope2,Fernando Carlo,american,,street art,0001-01-01,0001-01-01
banksy,Banksy,british,,street art,0001-01-01,0001-01-01
bahia shehab,Bahia Shehab,egyptian;lebanese,,street art;contemporary,1977-07-20,0001-01-01
alaa awad,Alaa Awad,egyptian,,contemporary;street art,1981-12-23,0001-01-01
taki 183,Demetrius (Demetraki),american;greek,,street art,0001-01-01,0001-01-01
phase 2,Lonny Wood,american,united graffiti artists,street art,0001-01-01,0001-01-01
robert williams,Robert L. Williams II,american,,lowbrow art,1943-03-02,0001-01-01
kenny scharf,Kenny Scharf,american,,lowbrow art,0001-01-01,0001-01-01
mark ryden,Mark Ryden,,,lowbrow art;surrealism;pop art,1963-01-20,0001-01-01
luke chueh,Luke Chueh,american,,lowbrow art,1973-03-07,0001-01-01
jana brike,Jana Brike,,,lowbrow art,0001-01-01,0001-01-01
godfrey blow,Godfrey Blow,british;australian,,stuckism,0001-01-01,0001-01-01
billy childish,Steven John Hamper,british,,stuckism,1959-12-01,0001-01-01
joe machine,Joseph Stokes,british,,stuckism,1973-04-06,0001-01-01
raoul de keyser,Raoul De Keyser,belgian,,provisional painting,1930-08-29,2012-10-05
gary wragg,Gary Wragg,british,,abstract expressionism;provisional painting;abstract art,0001-01-01,0001-01-01
michael krebber,Michael Krebber,german,,provisional painting,0001-01-01,0001-01-01
ilse d'hollander,Ilse D'Hollander,belgian,,abstract expressionism;provisional painting,1968-05-18,1997-01-30
sharon butler,Sharon L. Butler,american,,provisional painting,0001-01-01,0001-01-01
brian froud,Brian Froud,british,,fantasy art,0001-01-01,0001-01-01
alan lee,Alan Lee,british,,fantasy art,1947-08-20,0001-01-01
stepan ryabchenko,Степан Васильевич Рябченко,ukrainian,,contemporary;new media art,1987-10-17,0001-01-01
wu daozi,吳道子,chinese,four fathers of chinese painting,tang dynasty,0001-01-01,0001-01-01
wang wei,王維,chinese,,tang dynasty,0001-01-01,0001-01-01
han gan,韩干/韓幹,chinese,,tang dynasty,0001-01-01,0001-01-01
chen hong,陳閎,chinese,,tang dynasty,0001-01-01,0001-01-01
guanxiu,貫休,chinese,,tang dynasty;five dynasties and ten kingdoms,0001-01-01,0001-01-01
li cheng,李成,chinese,,five dynasties and ten kingdoms;northern song dynasty,0001-01-01,0001-01-01
guo xi,郭熙,chinese,,northern song dynasty,0001-01-01,0001-01-01
li tang,Li Tang (李唐; Lǐ Táng; Li T'ang; Xigu - 晞古),chinese,,northern song dynasty,0001-01-01,0001-01-01
emperor huizong,趙佶,chinese,,northern song dynasty,1082-11-02,1135-06-04
ma yuan,馬遠,chinese,ma xia school,southern song dynasty,0001-01-01,0001-01-01
qian xuan,錢選,chinese,,yuan dynasty,0001-01-01,0001-01-01
guan daosheng,管道昇,chinese,,yuan dynasty,0001-01-01,0001-01-01
ni zan,倪瓚,chinese,,yuan dynasty;ming dynasty,0001-01-01,0001-01-01
shen zhou,Shěn Zhōu (沈周),chinese,wu school,ming dynasty,0001-01-01,0001-01-01
tang yin,Tang Yin (唐寅; Táng Yín; Tong Yan; Tang Bohu - 唐伯虎),chinese,,ming dynasty,0001-01-01,0001-01-01
qiu ying,Qiu Ying (仇英; Qiú Yīng; Ch'iu Ying); Shifu (实父); Shizhou (十洲),chinese,,ming dynasty,0001-01-01,0001-01-01
xu wei,徐渭,chinese,,ming dynasty,0001-01-01,0001-01-01
lan ying,藍瑛,chinese,zhe school,ming dynasty,0001-01-01,0001-01-01
chen hongshou,陳洪綬,chinese,,ming dynasty,0001-01-01,0001-01-01
bada shanren,朱耷,chinese,,qing dynasty,0001-01-01,0001-01-01
shitao,石濤,chinese,,qing dynasty,0001-01-01,0001-01-01
huang shen,黃慎,chinese,eight eccentrics of yangzhou,qing dynasty,0001-01-01,0001-01-01
qi baishi,齊純芝,chinese,,qing dynasty;new culture movement,1864-01-01,1957-09-16
xu beihong,徐悲鴻,chinese,,republic of china,1895-07-19,1953-09-26
chang dai chien,Zhāng Zhèngquán (张大千; 張大千; Chang Ta-chien; Zhāng Dàqiān),chinese,,impressionism;expressionism;republic of china,1899-05-10,1983-04-02
lin fengmian,林風眠,chinese,,republic of china,1900-11-22,1991-08-12
ding yanyong,Ding Yanyong,chinese,,republic of china,0001-01-01,0001-01-01
wu guanzhong,吴冠中 (吳冠中),chinese,,republic of china,1919-08-29,2010-06-25
huang yongyu,黃永玉,chinese,,republic of china,1924-08-24,0001-01-01
guan zilan,(Violet Kwan) 关紫兰,chinese,,post impressionism;new culture movement,0001-01-01,0001-01-01
fu baoshi,傅抱石,chinese,,new culture movement,0001-01-01,0001-01-01
alfred freddy krupa,Alfred Krupa,croatian;polish;german;jewish,,new ink art,1971-06-14,0001-01-01
owon,장승업,south korean,,joseon dynasty,0001-01-01,0001-01-01
se ok suh,서세옥,south korean,mungnimhoe,korean informel,0001-01-01,0001-01-01
kim tschang yeul,김창열,south korean,,korean informel,1929-12-24,0001-01-01
park seo bo,박서보,south korean,,korean informel;dansaekhwa,0001-01-01,0001-01-01
ha chong hyun,하종현,south korean,,korean informel;dansaekhwa,0001-01-01,0001-01-01
yun hyong–keun,윤형근,south korean,,dansaekhwa,0001-01-01,0001-01-01
lee ufan,이우환,japanese;south korean,mono ha,dansaekhwa,0001-01-01,0001-01-01
sesshu toyo,雪舟 等楊,japanese,,muromachi period,0001-01-01,1506-08-26
kano masanobu,狩野 正信,japanese,kano school,muromachi period,0001-01-01,0001-01-01
